# Weather station Paderborn / Lippstadt (airport), Germany, METAR=EDLP,selection from 23.01.2019 till 23.11.2019, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EDLP&lang=en
#
"Local time in Paderborn / Lippstadt (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"15.03.2019 02:50";"6.0";"733.7";"753.1";"81";"Wind blowing from the west";"6";"11";"";"";"Few clouds (10-30%) 690 m, scattered clouds (40-50%) 1170 m, broken clouds (60-90%) 1560 m";"10.0 and more";"3.0";
"15.03.2019 02:20";"6.0";"733.7";"753.1";"81";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 1140 m";"10.0 and more";"3.0";
"15.03.2019 01:50";"6.0";"732.9";"752.3";"87";"Wind blowing from the west";"6";"";"";"";"Few clouds (10-30%) 630 m, broken clouds (60-90%) 2100 m";"10.0 and more";"4.0";
"15.03.2019 01:20";"6.0";"732.9";"752.3";"81";"Wind blowing from the west-southwest";"6";"";"";"";"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1260 m, broken clouds (60-90%) 2070 m";"10.0 and more";"3.0";
"15.03.2019 00:50";"6.0";"732.9";"752.3";"87";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1620 m";"10.0 and more";"4.0";
"15.03.2019 00:20";"6.0";"732.9";"752.3";"87";"Wind blowing from the west";"6";"";"";"";"Few clouds (10-30%) 480 m, scattered clouds (40-50%) 1410 m";"10.0 and more";"4.0";
"14.03.2019 23:50";"6.0";"732.9";"752.3";"87";"Wind blowing from the west";"6";"14";"";"";"Few clouds (10-30%) 510 m, broken clouds (60-90%) 660 m";"10.0 and more";"4.0";
"14.03.2019 23:20";"6.0";"732.9";"752.3";"87";"Wind blowing from the west";"6";"11";"";"";"Few clouds (10-30%) 510 m, broken clouds (60-90%) 690 m, broken clouds (60-90%) 1230 m";"10.0 and more";"4.0";
"14.03.2019 22:50";"6.0";"732.3";"751.6";"87";"Wind blowing from the west";"7";"";"";"";"Few clouds (10-30%) 420 m, broken clouds (60-90%) 690 m";"10.0 and more";"4.0";
"14.03.2019 22:20";"6.0";"731.5";"750.8";"93";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 450 m";"10.0 and more";"5.0";
"14.03.2019 21:50";"6.0";"731.5";"750.8";"93";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 390 m, broken clouds (60-90%) 630 m";"10.0 and more";"5.0";
"14.03.2019 21:20";"6.0";"730.8";"750.1";"93";"Wind blowing from the west";"6";"12";"Light rain";"";"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 900 m";"10.0 and more";"5.0";
"14.03.2019 20:50";"7.0";"730.9";"750.1";"87";"Wind blowing from the west";"6";"12";"";"";"Scattered clouds (40-50%) 720 m, broken clouds (60-90%) 900 m";"10.0 and more";"5.0";
"14.03.2019 20:20";"7.0";"729.3";"748.5";"71";"Wind blowing from the west";"7";"12";"";"";"Scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1110 m";"10.0 and more";"2.0";
"14.03.2019 19:50";"7.0";"729.3";"748.5";"76";"Wind blowing from the west";"7";"13";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 780 m";"10.0 and more";"3.0";
"14.03.2019 19:20";"7.0";"728.6";"747.8";"81";"Wind blowing from the west";"6";"12";"";"";"Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 780 m";"10.0 and more";"4.0";
"14.03.2019 18:50";"7.0";"727.8";"747.0";"81";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 900 m";"10.0 and more";"4.0";
"14.03.2019 18:20";"7.0";"727.2";"746.3";"81";"Wind blowing from the west";"8";"14";"In the vicinity shower(s)";"";"Few clouds (10-30%) 690 m, broken clouds (60-90%) 840 m";"10.0 and more";"4.0";
"14.03.2019 17:50";"7.0";"726.4";"745.5";"87";"Wind blowing from the west";"7";"14";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 690 m";"10.0 and more";"5.0";
"14.03.2019 17:20";"8.0";"726.5";"745.5";"82";"Wind blowing from the west";"8";"15";"Light rain";"";"Few clouds (10-30%) 390 m, scattered clouds (40-50%) 480 m, broken clouds (60-90%) 780 m";"10.0 and more";"5.0";
"14.03.2019 16:50";"8.0";"725.7";"744.7";"87";"Wind blowing from the west";"7";"12";"Light rain";"";"Few clouds (10-30%) 330 m, scattered clouds (40-50%) 420 m, broken clouds (60-90%) 600 m";"10.0 and more";"6.0";
"14.03.2019 16:20";"7.0";"724.9";"744.0";"93";"Wind blowing from the west-southwest";"10";"16";"Light rain";"";"Broken clouds (60-90%) 450 m";"10.0 and more";"6.0";
"14.03.2019 15:50";"7.0";"724.9";"744.0";"93";"Wind blowing from the west-southwest";"9";"17";"Light rain";"";"Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 810 m";"10.0 and more";"6.0";
"14.03.2019 15:20";"6.0";"724.9";"744.0";"87";"Wind blowing from the south-west";"11";"16";"Light rain";"";"Few clouds (10-30%) 570 m, broken clouds (60-90%) 660 m";"10.0 and more";"4.0";
"14.03.2019 14:50";"5.0";"724.8";"744.0";"87";"Wind blowing from the south-southwest";"11";"";"Light rain";"";"Few clouds (10-30%) 630 m, overcast (100%) 750 m";"10.0 and more";"3.0";
"14.03.2019 14:20";"5.0";"725.5";"744.7";"87";"Wind blowing from the south-west";"10";"16";"Light rain";"";"Few clouds (10-30%) 660 m, overcast (100%) 780 m";"10.0 and more";"3.0";
"14.03.2019 13:50";"6.0";"726.3";"745.5";"87";"Wind blowing from the south-southwest";"9";"";"Light rain";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 750 m";"10.0 and more";"4.0";
"14.03.2019 13:20";"6.0";"727.1";"746.3";"87";"Wind blowing from the south-southwest";"9";"";"";"";"Few clouds (10-30%) 570 m, broken clouds (60-90%) 660 m";"10.0 and more";"4.0";
"14.03.2019 12:50";"5.0";"727.7";"747.0";"87";"Wind blowing from the south-southwest";"9";"16";"Light rain";"";"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1080 m";"10.0 and more";"3.0";
"14.03.2019 12:20";"5.0";"728.5";"747.8";"87";"Wind blowing from the south-southwest";"9";"";"Light rain";"";"Few clouds (10-30%) 900 m, overcast (100%) 1020 m";"10.0 and more";"3.0";
"14.03.2019 11:50";"5.0";"729.2";"748.5";"87";"Wind blowing from the south-southwest";"9";"";"Light rain";"";"Few clouds (10-30%) 840 m, broken clouds (60-90%) 1020 m";"10.0 and more";"3.0";
"14.03.2019 11:20";"5.0";"730.0";"749.3";"87";"Wind blowing from the south-southwest";"9";"";"Light rain";"";"Overcast (100%) 780 m";"10.0 and more";"3.0";
"14.03.2019 10:50";"4.0";"730.7";"750.1";"93";"Wind blowing from the south-southwest";"8";"14";"Light rain";"";"Few clouds (10-30%) 510 m, overcast (100%) 840 m";"10.0 and more";"3.0";
"14.03.2019 10:20";"5.0";"731.4";"750.8";"87";"Wind blowing from the south-southwest";"8";"";"Light rain";"";"Few clouds (10-30%) 450 m, broken clouds (60-90%) 840 m";"7.0";"3.0";
"14.03.2019 09:50";"5.0";"731.4";"750.8";"93";"Wind blowing from the south-southwest";"7";"";"Light drizzle";"";"Few clouds (10-30%) 480 m, broken clouds (60-90%) 540 m, broken clouds (60-90%) 780 m";"8.0";"4.0";
"14.03.2019 09:20";"5.0";"732.2";"751.6";"87";"Wind blowing from the south-southwest";"7";"";"Light drizzle";"";"Broken clouds (60-90%) 570 m, broken clouds (60-90%) 1110 m";"8.0";"3.0";
"14.03.2019 08:50";"5.0";"732.9";"752.3";"87";"Wind blowing from the south-west";"9";"";"Light rain";"";"Few clouds (10-30%) 660 m, broken clouds (60-90%) 900 m";"10.0 and more";"3.0";
"14.03.2019 08:20";"5.0";"732.9";"752.3";"87";"Wind blowing from the south-west";"8";"";"";"";"Scattered clouds (40-50%) 690 m";"10.0 and more";"3.0";
"14.03.2019 07:50";"5.0";"733.7";"753.1";"87";"Wind blowing from the south-west";"8";"";"";"";"Scattered clouds (40-50%) 630 m";"10.0 and more";"3.0";
"14.03.2019 07:20";"5.0";"733.7";"753.1";"87";"Wind blowing from the south-west";"7";"";"";"";"Broken clouds (60-90%) 570 m";"10.0 and more";"3.0";
"14.03.2019 06:50";"5.0";"734.4";"753.9";"87";"Wind blowing from the west-southwest";"7";"";"";"";"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 600 m";"10.0 and more";"3.0";
"14.03.2019 06:20";"5.0";"735.1";"754.6";"93";"Wind blowing from the west-southwest";"6";"";"Light rain";"";"Overcast (100%) 480 m";"10.0 and more";"4.0";
"14.03.2019 05:50";"5.0";"735.1";"754.6";"93";"Wind blowing from the west-southwest";"7";"";"Light rain";"";"Overcast (100%) 480 m";"10.0 and more";"4.0";
"14.03.2019 05:20";"5.0";"735.1";"754.6";"87";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 450 m, overcast (100%) 660 m";"10.0 and more";"3.0";
"14.03.2019 04:50";"5.0";"735.1";"754.6";"87";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 420 m, overcast (100%) 690 m";"10.0 and more";"3.0";
"14.03.2019 04:20";"5.0";"735.1";"754.6";"93";"Wind blowing from the west-southwest";"7";"12";"";"";"Broken clouds (60-90%) 420 m, overcast (100%) 660 m";"10.0 and more";"4.0";
"14.03.2019 03:50";"6.0";"735.2";"754.6";"87";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 450 m, overcast (100%) 660 m";"10.0 and more";"4.0";
"14.03.2019 03:20";"5.0";"735.9";"755.4";"87";"Wind blowing from the west-southwest";"8";"";"";"";"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 570 m, overcast (100%) 690 m";"10.0 and more";"3.0";
"14.03.2019 02:50";"5.0";"735.9";"755.4";"87";"Wind blowing from the west-southwest";"7";"";"";"";"Broken clouds (60-90%) 510 m, broken clouds (60-90%) 690 m, overcast (100%) 840 m";"10.0 and more";"3.0";
"14.03.2019 02:20";"5.0";"735.9";"755.4";"87";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 540 m, overcast (100%) 690 m";"10.0 and more";"3.0";
"14.03.2019 01:50";"6.0";"736.0";"755.4";"81";"Wind blowing from the west-southwest";"7";"12";"Light rain";"";"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 1020 m, overcast (100%) 1350 m";"10.0 and more";"3.0";
"14.03.2019 01:20";"6.0";"735.2";"754.6";"81";"Wind blowing from the west-southwest";"8";"";"Light rain";"";"Few clouds (10-30%) 570 m, scattered clouds (40-50%) 840 m, overcast (100%) 1050 m";"10.0 and more";"3.0";
"14.03.2019 00:50";"6.0";"735.2";"754.6";"81";"Wind blowing from the west-southwest";"9";"16";"Light rain";"";"Few clouds (10-30%) 690 m, broken clouds (60-90%) 810 m, overcast (100%) 1140 m";"10.0 and more";"3.0";
"14.03.2019 00:20";"5.0";"734.4";"753.9";"87";"Wind blowing from the west-southwest";"8";"";"Light rain";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 630 m, overcast (100%) 750 m";"10.0 and more";"3.0";
"13.03.2019 23:50";"5.0";"734.4";"753.9";"93";"Wind blowing from the west-southwest";"8";"14";"Light rain";"";"Scattered clouds (40-50%) 450 m, overcast (100%) 750 m";"10.0 and more";"4.0";
"13.03.2019 23:20";"5.0";"734.4";"753.9";"93";"Wind blowing from the west-southwest";"7";"12";"Light rain";"";"Broken clouds (60-90%) 450 m, overcast (100%) 690 m";"10.0 and more";"4.0";
"13.03.2019 22:50";"5.0";"733.7";"753.1";"93";"Wind blowing from the west-southwest";"7";"";"Light rain";"";"Broken clouds (60-90%) 510 m, overcast (100%) 630 m";"10.0 and more";"4.0";
"13.03.2019 22:20";"5.0";"733.7";"753.1";"93";"Wind blowing from the west";"8";"13";"Light rain";"";"Scattered clouds (40-50%) 570 m, overcast (100%) 660 m";"7.0";"4.0";
"13.03.2019 21:50";"5.0";"733.7";"753.1";"87";"Wind blowing from the west-southwest";"6";"";"Light rain";"";"Few clouds (10-30%) 660 m, overcast (100%) 930 m";"10.0 and more";"3.0";
"13.03.2019 21:20";"5.0";"732.9";"752.3";"93";"Wind blowing from the west-southwest";"6";"";"Light rain";"";"Few clouds (10-30%) 270 m, scattered clouds (40-50%) 510 m, broken clouds (60-90%) 630 m";"10.0 and more";"4.0";
"13.03.2019 20:50";"5.0";"732.9";"752.3";"93";"Wind blowing from the west";"5";"";"Light rain";"Rain";"Few clouds (10-30%) 240 m, broken clouds (60-90%) 390 m, overcast (100%) 600 m";"10.0 and more";"4.0";
"13.03.2019 20:20";"5.0";"732.9";"752.3";"100";"Wind blowing from the west-southwest";"9";"16";"Shower(s), rain";"";"Few clouds (10-30%) 480 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 570 m, broken clouds (60-90%) 870 m";"7.0";"5.0";
"13.03.2019 19:50";"5.0";"732.2";"751.6";"93";"Wind blowing from the south-west";"9";"";"";"";"Few clouds (10-30%) 870 m, broken clouds (60-90%) 1440 m";"10.0 and more";"4.0";
"13.03.2019 19:20";"5.0";"732.2";"751.6";"87";"Wind blowing from the west-southwest";"8";"";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1440 m";"10.0 and more";"3.0";
"13.03.2019 18:50";"5.0";"732.2";"751.6";"87";"Wind blowing from the west-southwest";"8";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 540 m";"10.0 and more";"3.0";
"13.03.2019 18:20";"5.0";"731.4";"750.8";"93";"Wind blowing from the west-southwest";"9";"14";"Light shower(s), rain";"";"Scattered clouds (40-50%) 300 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 540 m";"10.0 and more";"4.0";
"13.03.2019 17:50";"5.0";"731.4";"750.8";"87";"Wind blowing from the west-southwest";"8";"";"";"";"Scattered clouds (40-50%) 420 m, broken clouds (60-90%) 660 m";"10.0 and more";"3.0";
"13.03.2019 17:20";"5.0";"731.4";"750.8";"87";"Wind blowing from the south-west";"9";"";"";"";"Few clouds (10-30%) 360 m, scattered clouds (40-50%) 420 m, broken clouds (60-90%) 660 m";"10.0 and more";"3.0";
"13.03.2019 16:50";"4.0";"731.3";"750.8";"93";"Wind blowing from the south-west";"10";"15";"Light shower(s), rain";"";"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 720 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 840 m";"10.0 and more";"3.0";
"13.03.2019 16:20";"5.0";"731.4";"750.8";"87";"Wind blowing from the south-west";"12";"";"Light shower(s), rain";"";"Few clouds (10-30%) 600 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 810 m";"10.0 and more";"3.0";
"13.03.2019 15:50";"5.0";"731.4";"750.8";"87";"Wind blowing from the south-west";"12";"17";"Light shower(s), rain";"";"Scattered clouds (40-50%) 660 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 780 m";"10.0 and more";"3.0";
"13.03.2019 15:20";"5.0";"730.7";"750.1";"87";"Wind blowing from the south-west";"11";"";"";"";"Scattered clouds (40-50%) 660 m, broken clouds (60-90%) 990 m";"10.0 and more";"3.0";
"13.03.2019 14:50";"5.0";"731.4";"750.8";"87";"Wind blowing from the south-west";"13";"";"Light shower(s), rain";"";"Broken clouds (60-90%) 630 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 900 m";"10.0 and more";"3.0";
"13.03.2019 14:20";"6.0";"731.5";"750.8";"81";"Wind blowing from the south-west";"13";"18";"";"";"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 990 m";"10.0 and more";"3.0";
"13.03.2019 13:50";"6.0";"731.5";"750.8";"81";"Wind blowing from the south-west";"11";"16";"";"";"Few clouds (10-30%) 630 m";"10.0 and more";"3.0";
"13.03.2019 13:20";"6.0";"731.5";"750.8";"81";"Wind blowing from the south-west";"13";"";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1020 m";"10.0 and more";"3.0";
"13.03.2019 12:50";"7.0";"731.6";"750.8";"81";"Wind blowing from the south-west";"11";"17";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 1290 m";"10.0 and more";"4.0";
"13.03.2019 12:20";"5.0";"732.2";"751.6";"87";"Wind blowing from the south-southwest";"11";"";"Light rain";"";"Scattered clouds (40-50%) 660 m, broken clouds (60-90%) 750 m";"10.0 and more";"3.0";
"13.03.2019 11:50";"6.0";"732.3";"751.6";"76";"Wind blowing from the south-southwest";"12";"";"";"";"Scattered clouds (40-50%) 660 m, scattered clouds (40-50%) 1230 m, broken clouds (60-90%) 1770 m";"10.0 and more";"2.0";
"13.03.2019 11:20";"6.0";"732.3";"751.6";"76";"Wind blowing from the south-west";"12";"";"";"";"Few clouds (10-30%) 690 m, scattered clouds (40-50%) 1620 m, broken clouds (60-90%) 1890 m";"10.0 and more";"2.0";
"13.03.2019 10:50";"6.0";"732.3";"751.6";"76";"Wind blowing from the south-west";"11";"17";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 870 m, broken clouds (60-90%) 1320 m";"10.0 and more";"2.0";
"13.03.2019 10:20";"5.0";"732.2";"751.6";"76";"Wind blowing from the south-southwest";"10";"";"";"";"Scattered clouds (40-50%) 720 m, broken clouds (60-90%) 900 m, overcast (100%) 1170 m";"10.0 and more";"1.0";
"13.03.2019 09:50";"5.0";"732.9";"752.3";"76";"Wind blowing from the south-southwest";"11";"";"";"";"Scattered clouds (40-50%) 840 m, overcast (100%) 990 m";"10.0 and more";"1.0";
"13.03.2019 09:20";"5.0";"732.9";"752.3";"70";"Wind blowing from the south-west";"10";"";"";"";"Broken clouds (60-90%) 1110 m";"10.0 and more";"0.0";
"13.03.2019 08:50";"5.0";"732.9";"752.3";"70";"Wind blowing from the south-southwest";"9";"";"";"";"Scattered clouds (40-50%) 990 m, overcast (100%) 1230 m";"10.0 and more";"0.0";
"13.03.2019 08:20";"5.0";"732.9";"752.3";"70";"Wind blowing from the south-west";"10";"";"";"";"Overcast (100%) 1200 m";"10.0 and more";"0.0";
"13.03.2019 07:50";"5.0";"732.9";"752.3";"70";"Wind blowing from the south-west";"10";"";"";"";"Few clouds (10-30%) 1140 m, overcast (100%) 1290 m";"10.0 and more";"0.0";
"13.03.2019 07:20";"5.0";"732.9";"752.3";"70";"Wind blowing from the south-west";"8";"";"";"";"Overcast (100%) 990 m";"10.0 and more";"0.0";
"13.03.2019 06:50";"5.0";"732.9";"752.3";"70";"Wind blowing from the south-west";"9";"14";"";"";"Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1170 m";"10.0 and more";"0.0";
"13.03.2019 06:20";"5.0";"732.9";"752.3";"70";"Wind blowing from the west-southwest";"10";"";"";"";"Few clouds (10-30%) 1080 m, broken clouds (60-90%) 1260 m";"10.0 and more";"0.0";
"13.03.2019 05:50";"5.0";"732.9";"752.3";"70";"Wind blowing from the west-southwest";"10";"";"";"";"Few clouds (10-30%) 1050 m, broken clouds (60-90%) 1230 m";"10.0 and more";"0.0";
"13.03.2019 05:20";"4.0";"732.8";"752.3";"75";"Wind blowing from the south-west";"8";"";"";"";"Broken clouds (60-90%) 930 m, broken clouds (60-90%) 1110 m";"10.0 and more";"0.0";
"13.03.2019 04:50";"4.0";"732.8";"752.3";"75";"Wind blowing from the south-west";"9";"";"";"";"Scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1050 m";"10.0 and more";"0.0";
"13.03.2019 04:20";"4.0";"732.8";"752.3";"75";"Wind blowing from the south-west";"8";"";"";"";"Scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1050 m";"10.0 and more";"0.0";
"13.03.2019 03:50";"4.0";"732.8";"752.3";"81";"Wind blowing from the south-west";"8";"";"";"";"Few clouds (10-30%) 810 m, broken clouds (60-90%) 1230 m";"10.0 and more";"1.0";
"13.03.2019 03:20";"4.0";"732.8";"752.3";"75";"Wind blowing from the west-southwest";"7";"";"";"";"Few clouds (10-30%) 810 m, broken clouds (60-90%) 1170 m";"10.0 and more";"0.0";
"13.03.2019 02:50";"4.0";"732.8";"752.3";"81";"Wind blowing from the west-southwest";"8";"";"";"";"Few clouds (10-30%) 690 m, broken clouds (60-90%) 1140 m";"10.0 and more";"1.0";
"13.03.2019 02:20";"4.0";"732.8";"752.3";"81";"Wind blowing from the west-southwest";"7";"12";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 990 m";"10.0 and more";"1.0";
"13.03.2019 01:50";"4.0";"732.8";"752.3";"87";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 990 m, overcast (100%) 1230 m";"10.0 and more";"2.0";
"13.03.2019 01:20";"4.0";"732.8";"752.3";"87";"Wind blowing from the west";"6";"12";"";"";"Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 510 m, overcast (100%) 990 m";"10.0 and more";"2.0";
"13.03.2019 00:50";"4.0";"732.1";"751.6";"93";"Wind blowing from the west";"6";"";"Light rain";"Rain";"Scattered clouds (40-50%) 240 m, overcast (100%) 300 m";"10.0 and more";"3.0";
"13.03.2019 00:20";"4.0";"732.1";"751.6";"93";"Wind blowing from the west";"7";"12";"Rain";"";"Broken clouds (60-90%) 270 m, overcast (100%) 480 m";"10.0 and more";"3.0";
"12.03.2019 23:50";"5.0";"730.7";"750.1";"87";"Wind blowing from the west-southwest";"10";"17";"Light rain";"";"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 1140 m";"10.0 and more";"3.0";
"12.03.2019 23:20";"8.0";"729.4";"748.5";"53";"Wind blowing from the south-southwest";"11";"16";"";"";"Scattered clouds (40-50%) 1290 m";"10.0 and more";"-1.0";
"12.03.2019 22:50";"8.0";"730.2";"749.3";"53";"Wind blowing from the south-southwest";"11";"18";"";"";"Few clouds (10-30%) 1470 m";"10.0 and more";"-1.0";
"12.03.2019 22:20";"8.0";"730.2";"749.3";"50";"Wind blowing from the south-southwest";"13";"19";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"12.03.2019 21:50";"9.0";"730.2";"749.3";"40";"Wind blowing from the south";"12";"20";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"12.03.2019 21:20";"8.0";"730.2";"749.3";"40";"Wind blowing from the south";"9";"14";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"12.03.2019 20:50";"8.0";"731.6";"750.8";"43";"Wind blowing from the south";"11";"16";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"12.03.2019 20:20";"8.0";"731.6";"750.8";"43";"Wind blowing from the south";"10";"15";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"12.03.2019 19:50";"8.0";"732.4";"751.6";"43";"Wind blowing from the south";"10";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"12.03.2019 19:20";"8.0";"732.4";"751.6";"43";"Wind blowing from the south";"12";"17";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"12.03.2019 18:50";"8.0";"733.1";"752.3";"43";"Wind blowing from the south";"9";"14";"";"";"Broken clouds (60-90%) 2130 m";"10.0 and more";"-4.0";
"12.03.2019 18:20";"7.0";"733.8";"753.1";"49";"Wind blowing from the south";"10";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"12.03.2019 17:50";"7.0";"734.6";"753.9";"53";"Wind blowing from the south";"9";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"12.03.2019 17:20";"7.0";"735.3";"754.6";"53";"Wind blowing from the south";"9";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"12.03.2019 16:50";"7.0";"736.0";"755.4";"57";"Wind blowing from the south";"9";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"12.03.2019 16:20";"8.0";"736.9";"756.2";"53";"Wind blowing from the south";"8";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"12.03.2019 15:50";"7.0";"737.5";"756.9";"57";"Wind blowing from the south";"9";"14";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"12.03.2019 15:20";"7.0";"738.3";"757.7";"57";"Wind blowing from the south";"9";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"12.03.2019 14:50";"7.0";"738.8";"758.2";"61";"Wind blowing from the south";"10";"15";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"12.03.2019 14:20";"7.0";"739.5";"759.0";"61";"Wind blowing from the south";"9";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"12.03.2019 13:50";"7.0";"739.5";"759.0";"61";"Wind blowing from the south";"9";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"12.03.2019 13:20";"7.0";"740.2";"759.7";"61";"Wind blowing from the south";"8";"13";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"12.03.2019 12:50";"7.0";"741.0";"760.5";"66";"Wind blowing from the south";"8";"";"";"";"Few clouds (10-30%) 870 m";"10.0 and more";"1.0";
"12.03.2019 12:20";"7.0";"741.7";"761.2";"66";"Wind blowing from the south";"8";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"1.0";
"12.03.2019 11:50";"7.0";"742.5";"762.0";"66";"Wind blowing from the south-southwest";"6";"11";"";"";"Few clouds (10-30%) 870 m";"10.0 and more";"1.0";
"12.03.2019 11:20";"6.0";"742.4";"762.0";"66";"Wind blowing from the south-southwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"12.03.2019 10:50";"6.0";"743.2";"762.8";"71";"Wind blowing from the south-southwest";"9";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"12.03.2019 10:20";"5.0";"743.8";"763.5";"70";"Wind blowing from the south-southwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"12.03.2019 09:50";"5.0";"743.8";"763.5";"76";"Wind blowing from the south-southwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"12.03.2019 09:20";"5.0";"743.8";"763.5";"76";"Wind blowing from the south";"7";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"12.03.2019 08:50";"4.0";"744.5";"764.3";"81";"Wind blowing from the south";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"12.03.2019 08:20";"3.0";"745.1";"765.0";"81";"Wind blowing from the south";"6";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"12.03.2019 07:50";"3.0";"745.1";"765.0";"81";"Wind blowing from the south";"7";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"12.03.2019 07:20";"3.0";"745.1";"765.0";"81";"Wind blowing from the south-southwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"12.03.2019 06:50";"2.0";"745.8";"765.8";"93";"Wind blowing from the south-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"12.03.2019 06:20";"2.0";"745.8";"765.8";"93";"Wind blowing from the south-southwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"12.03.2019 05:50";"2.0";"745.8";"765.8";"93";"Wind blowing from the south-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"12.03.2019 05:20";"2.0";"746.6";"766.6";"93";"Wind blowing from the south";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"12.03.2019 04:50";"2.0";"746.6";"766.6";"93";"Wind blowing from the south-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"12.03.2019 04:20";"2.0";"746.6";"766.6";"93";"Wind blowing from the south-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
